% do not modify the content
% generated by machine
% format: dimension   meta_grid
%         bssid       signal_strength
%         ......      ......

#Grid 1 Record 1

#Grid 47 Record 46
16 47
00:25:84:23:00:10 -80
00:23:EB:3A:13:F0 -74
00:17:DF:AA:9B:A2 -46
00:23:EB:0A:BD:F5 -71
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A0 -46
00:17:DF:AA:9E:C0 -43
00:23:EB:0A:C1:E0 -52
00:23:EB:3A:15:00 -71
00:23:EB:0A:BF:50 -52
00:25:84:22:FA:80 -83
00:23:EB:0B:52:00 -60
00:17:DF:AA:9E:C3 -43
00:17:DF:AA:9E:C1 -45
00:17:DF:AA:9E:C2 -43
00:23:EB:3A:17:A0 -60

#Grid 47 Record 47
16 47
00:25:84:23:00:10 -80
00:23:EB:3A:13:F0 -74
00:17:DF:AA:9B:A2 -46
00:23:EB:0A:BD:F5 -71
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A0 -46
00:17:DF:AA:9E:C0 -43
00:23:EB:0A:C1:E0 -52
00:23:EB:3A:15:00 -71
00:23:EB:0A:BF:50 -52
00:25:84:22:FA:80 -83
00:23:EB:0B:52:00 -60
00:17:DF:AA:9E:C3 -43
00:17:DF:AA:9E:C1 -45
00:17:DF:AA:9E:C2 -43
00:23:EB:3A:17:A0 -60

#Grid 47 Record 48
13 47
00:18:39:CC:77:46 -87
00:17:DF:AA:9B:A2 -50
00:17:DF:AA:9B:A3 -50
00:17:DF:AA:9E:C0 -55
00:23:EB:0A:BF:50 -46
00:23:EB:3A:10:90 -78
00:23:EB:0B:52:00 -60
00:25:84:22:FF:90 -57
00:17:DF:AA:9E:C3 -81
00:17:DF:AA:9E:C1 -56
00:17:DF:AA:9E:C2 -56
00:25:84:22:F6:30 -66
00:23:EB:3A:17:A0 -56

#Grid 47 Record 49
12 47
00:25:84:23:00:10 -84
00:18:39:CC:77:46 -85
00:23:EB:3A:13:F0 -85
00:17:DF:AA:9B:A3 -48
00:25:84:22:FF:90 -55
00:17:DF:AA:9B:A0 -48
00:23:EB:0B:4F:F5 -81
00:23:EB:0B:4F:60 -85
00:23:EB:0A:C1:E0 -57
00:25:84:22:F6:30 -69
00:23:EB:0A:BF:50 -48
00:23:EB:3A:17:A0 -83

#Grid 47 Record 50
17 47
00:25:84:23:00:10 -84
00:23:EB:3A:13:F0 -85
00:18:39:CC:77:46 -85
00:17:DF:AA:C1:22 -84
00:17:DF:AA:9B:A3 -48
00:17:DF:AA:9B:A0 -48
00:23:EB:0B:4F:F5 -81
00:17:DF:AA:9E:C0 -49
00:23:EB:0A:C1:E0 -57
00:23:EB:0A:BF:50 -48
00:25:84:22:FF:90 -55
00:23:EB:0B:4F:60 -85
00:17:DF:AA:9E:C3 -49
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C2 -49
00:25:84:22:F6:30 -69
00:23:EB:3A:17:A0 -83

#Grid 48 Record 1
16 48
00:18:39:CC:77:46 -80
00:17:DF:AA:9B:A2 -64
00:17:DF:AA:9B:A3 -48
00:17:DF:AA:9B:A0 -46
00:17:DF:AA:9E:C0 -50
00:23:EB:0B:4D:A1 -84
00:23:EB:0A:BF:50 -50
00:23:EB:0A:CC:95 -81
00:23:EB:3A:10:90 -64
00:23:EB:0B:52:00 -67
00:23:EB:0B:4F:60 -84
00:17:DF:AA:9E:C3 -49
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C2 -52
00:25:84:22:F6:30 -53
00:23:EB:3A:17:A0 -56

#Grid 48 Record 2
16 48
00:23:EB:3A:13:F0 -71
00:18:39:CC:77:46 -85
00:23:EB:0A:C2:15 -78
00:17:DF:AA:9B:A2 -62
00:23:EB:0A:BD:F5 -71
00:17:DF:AA:9B:A3 -43
00:17:DF:AA:9B:A0 -43
00:23:EB:0B:4F:F5 -69
00:25:84:23:A2:D0 -87
00:23:EB:0A:BF:50 -45
00:23:EB:0A:CC:95 -84
00:25:84:23:1C:15 -81
00:23:EB:3A:10:90 -67
00:23:EB:0B:52:00 -63
00:25:84:22:FF:90 -64
00:23:EB:3A:17:A0 -53

#Grid 48 Record 3
24 48
00:17:DF:AA:C1:23 -77
00:23:EB:0A:C2:15 -78
00:23:EB:3A:13:F0 -71
00:17:DF:AA:C1:22 -76
00:18:39:CC:77:46 -85
00:17:DF:AA:9B:A2 -62
00:23:EB:0A:BD:F5 -71
00:17:DF:AA:9B:A3 -43
00:17:DF:AA:9E:C0 -48
00:23:EB:0B:4F:F5 -69
00:17:DF:AA:9B:A0 -43
00:25:84:23:A2:D0 -87
00:23:EB:0A:CC:95 -84
00:23:EB:0A:BF:50 -45
00:25:84:23:1C:15 -81
00:23:EB:3A:10:90 -67
00:23:EB:0B:52:00 -63
00:25:84:22:FF:90 -64
00:17:DF:AA:9E:C3 -49
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C2 -46
00:25:84:22:F6:30 -53
00:17:DF:AA:C1:20 -76
00:23:EB:3A:17:A0 -53

#Grid 48 Record 4
16 48
00:18:39:CC:77:46 -84
00:17:DF:AA:9B:A2 -46
00:23:EB:0A:BD:F5 -76
00:23:EB:0B:4F:F5 -78
00:17:DF:AA:9E:C0 -50
00:23:EB:3A:15:00 -62
00:23:EB:0B:4D:A1 -81
00:23:EB:0A:BF:50 -45
00:25:84:23:1C:15 -85
00:23:EB:0B:52:00 -53
00:25:84:22:FF:90 -59
00:17:DF:AA:9E:C3 -52
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C2 -52
00:25:84:22:F6:30 -50
00:23:EB:3A:17:A0 -60

#Grid 48 Record 5
3 48
00:25:84:22:FA:80 -84
00:23:EB:3A:13:F0 -76
00:23:EB:0A:BD:F5 -73

#Grid 48 Record 6
18 48
00:25:84:23:00:10 -84
00:23:EB:3A:13:F0 -76
00:18:39:CC:77:46 -87
00:23:EB:0A:BD:F5 -73
00:17:DF:AA:9E:C0 -55
00:23:EB:3A:15:00 -81
00:23:EB:0A:C1:E0 -80
00:23:EB:0A:BF:50 -46
00:23:EB:0B:4D:A1 -80
00:25:84:23:1C:15 -83
00:25:84:22:FA:80 -84
00:23:EB:0B:52:00 -69
00:23:EB:0B:4F:60 -81
00:17:DF:AA:9E:C3 -55
00:17:DF:AA:9E:C1 -55
00:25:84:22:F6:30 -52
00:17:DF:AA:9E:C2 -55
00:23:EB:3A:17:A0 -66

#Grid 48 Record 7
17 48
00:25:84:23:00:10 -85
00:18:39:CC:77:46 -87
00:17:DF:AA:9B:A2 -45
00:23:EB:0A:BD:F5 -70
00:17:DF:AA:9B:A3 -45
00:17:DF:AA:9B:A0 -45
00:23:EB:0B:4F:F5 -76
00:17:DF:AA:9E:C0 -49
00:23:EB:0A:C1:E0 -76
00:23:EB:0B:4D:A1 -81
00:23:EB:0A:BF:50 -43
00:25:84:23:1C:15 -84
00:17:DF:AA:9E:C3 -49
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C2 -49
00:25:84:22:F6:30 -53
00:23:EB:3A:17:A0 -60

#Grid 48 Record 8
20 48
00:25:84:23:00:10 -85
00:17:DF:AA:C1:23 -73
00:17:DF:AA:C1:22 -74
00:18:39:CC:77:46 -87
00:17:DF:AA:9B:A2 -45
00:23:EB:0A:BD:F5 -70
00:17:DF:AA:9B:A3 -45
00:17:DF:AA:9E:C0 -49
00:23:EB:0B:4F:F5 -76
00:17:DF:AA:9B:A0 -45
00:23:EB:0A:C1:E0 -76
00:23:EB:0A:BF:50 -43
00:23:EB:0B:4D:A1 -81
00:25:84:23:1C:15 -84
00:17:DF:AA:9E:C3 -49
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C2 -49
00:25:84:22:F6:30 -53
00:17:DF:AA:C1:20 -81
00:23:EB:3A:17:A0 -60

#Grid 48 Record 9
19 48
00:25:84:23:00:10 -83
00:23:EB:3A:13:F0 -78
00:18:39:CC:77:46 -85
00:17:DF:AA:9B:A2 -43
00:17:DF:AA:9B:A3 -43
00:17:DF:AA:9E:C0 -52
00:17:DF:AA:9B:A0 -43
00:23:EB:0A:C1:E0 -64
00:23:EB:0A:BF:50 -42
00:23:EB:0B:4D:A1 -83
00:23:EB:3A:10:90 -67
00:23:EB:0B:52:00 -52
00:25:84:22:FF:90 -62
00:23:EB:0B:4F:60 -78
00:17:DF:AA:9E:C3 -52
00:17:DF:AA:9E:C1 -52
00:17:DF:AA:9E:C2 -52
00:25:84:22:F6:30 -50
00:23:EB:3A:17:A0 -57

#Grid 48 Record 10
8 48
00:23:EB:3A:13:F0 -74
00:18:39:CC:77:46 -81
00:17:DF:AA:9B:A2 -50
00:17:DF:AA:9B:A3 -49
00:25:84:22:FF:90 -62
00:23:EB:0A:BD:F5 -71
00:17:DF:AA:9B:A0 -50
00:23:EB:3A:17:A0 -55

#Grid 48 Record 11
17 48
00:25:84:23:00:10 -84
00:23:EB:3A:13:F0 -74
00:18:39:CC:77:46 -81
00:17:DF:AA:9B:A2 -50
00:23:EB:0A:BD:F5 -71
00:17:DF:AA:9B:A3 -49
00:17:DF:AA:9B:A0 -50
00:17:DF:AA:9E:C0 -49
00:23:EB:0B:4D:A1 -81
00:23:EB:0A:BF:50 -38
00:23:EB:0B:52:00 -64
00:25:84:22:FF:90 -62
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C2 -48
00:25:84:22:F6:30 -87
00:23:EB:3A:17:A0 -55

#Grid 48 Record 12
19 48
00:25:84:23:00:10 -85
00:23:EB:3A:13:F0 -74
00:18:39:CC:77:46 -84
00:17:DF:AA:9B:A2 -49
00:17:DF:AA:9B:A3 -48
00:17:DF:AA:9E:C0 -48
00:23:EB:0B:4F:F5 -78
00:17:DF:AA:9B:A0 -48
00:23:EB:0A:BF:50 -41
00:23:EB:0B:4D:A1 -83
00:23:EB:3A:10:90 -84
00:23:EB:0B:52:00 -55
00:23:EB:0B:4D:A0 -84
00:25:84:22:FF:90 -64
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C2 -46
00:25:84:22:F6:30 -53
00:23:EB:3A:17:A0 -52

#Grid 48 Record 13
19 48
00:25:84:23:00:10 -85
00:23:EB:3A:13:F0 -74
00:18:39:CC:77:46 -84
00:17:DF:AA:9B:A2 -49
00:17:DF:AA:9B:A3 -48
00:17:DF:AA:9E:C0 -48
00:23:EB:0B:4F:F5 -78
00:17:DF:AA:9B:A0 -48
00:23:EB:0A:BF:50 -41
00:23:EB:0B:4D:A1 -83
00:23:EB:3A:10:90 -84
00:23:EB:0B:52:00 -55
00:23:EB:0B:4D:A0 -84
00:25:84:22:FF:90 -64
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C2 -46
00:25:84:22:F6:30 -53
00:23:EB:3A:17:A0 -52

#Grid 48 Record 14
16 48
00:18:39:CC:77:46 -83
00:17:DF:AA:9B:A2 -49
00:17:DF:AA:9B:A3 -50
00:17:DF:AA:9B:A0 -50
00:17:DF:AA:9E:C0 -46
00:23:EB:0A:C1:E0 -70
00:23:EB:0B:4D:A1 -84
00:23:EB:0A:BF:50 -43
00:23:EB:3A:10:90 -67
00:23:EB:0B:52:00 -62
00:25:84:22:FF:90 -66
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C2 -48
00:25:84:22:F6:30 -55
00:23:EB:3A:17:A0 -56

#Grid 48 Record 15
10 48
00:25:84:22:FA:80 -84
00:23:EB:0B:52:00 -55
00:18:39:CC:77:46 -84
00:17:DF:AA:9B:A2 -50
00:23:EB:3A:15:00 -67
00:23:EB:0A:C1:E0 -73
00:25:84:22:F6:30 -53
00:23:EB:0A:BF:50 -41
00:23:EB:0B:4D:A1 -83
00:23:EB:3A:17:A0 -52

#Grid 48 Record 16
18 48
00:17:DF:AA:C1:23 -81
00:17:DF:AA:C1:22 -80
00:18:39:CC:77:46 -84
00:17:DF:AA:9B:A2 -50
00:17:DF:AA:9E:C0 -46
00:23:EB:0B:4F:F5 -78
00:23:EB:3A:15:00 -67
00:23:EB:0A:C1:E0 -73
00:23:EB:0A:BF:50 -41
00:23:EB:0B:4D:A1 -83
00:25:84:22:FA:80 -84
00:23:EB:0B:52:00 -55
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C1 -48
00:25:84:22:F6:30 -53
00:17:DF:AA:9E:C2 -48
00:17:DF:AA:C1:20 -81
00:23:EB:3A:17:A0 -52

#Grid 48 Record 17
17 48
00:23:EB:3A:13:F0 -77
00:18:39:CC:77:46 -84
00:17:DF:AA:9B:A2 -50
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -62
00:23:EB:0B:4F:F5 -80
00:17:DF:AA:9E:C0 -49
00:23:EB:3A:15:00 -64
00:23:EB:0B:4D:A1 -81
00:23:EB:0A:BF:50 -42
00:23:EB:0B:52:00 -53
00:25:84:22:FF:90 -64
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C2 -50
00:25:84:22:F6:30 -78
00:23:EB:3A:17:A0 -55

#Grid 48 Record 18
20 48
00:17:DF:AA:C1:23 -81
00:23:EB:3A:13:F0 -77
00:17:DF:AA:C1:22 -80
00:18:39:CC:77:46 -84
00:17:DF:AA:9B:A2 -50
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9E:C0 -49
00:23:EB:0B:4F:F5 -80
00:17:DF:AA:9B:A0 -62
00:23:EB:3A:15:00 -64
00:23:EB:0A:BF:50 -42
00:23:EB:0B:4D:A1 -81
00:23:EB:0B:52:00 -53
00:25:84:22:FF:90 -64
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C2 -50
00:25:84:22:F6:30 -78
00:17:DF:AA:C1:20 -80
00:23:EB:3A:17:A0 -55

#Grid 48 Record 19
17 48
00:18:39:CC:77:46 -84
00:17:DF:AA:9B:A2 -49
00:17:DF:AA:9B:A3 -59
00:17:DF:AA:9B:A0 -49
00:23:EB:0B:4F:F5 -83
00:17:DF:AA:9E:C0 -48
00:23:EB:0A:C1:E0 -59
00:23:EB:3A:15:00 -63
00:23:EB:0B:4D:A1 -84
00:23:EB:0A:BF:50 -41
00:23:EB:0B:52:00 -60
00:25:84:22:FF:90 -67
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C2 -48
00:25:84:22:F6:30 -77
00:23:EB:3A:17:A0 -53

#Grid 48 Record 20
14 48
00:18:39:CC:77:46 -87
00:17:DF:AA:9B:A2 -48
00:23:EB:0A:BD:F5 -78
00:17:DF:AA:9B:A3 -48
00:17:DF:AA:9B:A0 -48
00:23:EB:3A:15:00 -73
00:23:EB:0B:4D:A1 -81
00:23:EB:0A:BF:50 -41
00:23:EB:3A:10:90 -67
00:23:EB:0B:52:00 -83
00:25:84:22:FF:90 -76
00:23:EB:0B:4F:60 -83
00:25:84:22:F6:30 -52
00:23:EB:3A:17:A0 -55

#Grid 48 Record 21
19 48
00:17:DF:AA:C1:23 -80
00:17:DF:AA:C1:22 -80
00:18:39:CC:77:46 -87
00:17:DF:AA:9B:A2 -48
00:23:EB:0A:BD:F5 -78
00:17:DF:AA:9B:A3 -48
00:17:DF:AA:9B:A0 -48
00:23:EB:3A:15:00 -73
00:23:EB:0A:BF:50 -41
00:23:EB:0B:4D:A1 -81
00:23:EB:3A:10:90 -67
00:23:EB:0B:52:00 -83
00:25:84:22:FF:90 -76
00:23:EB:0B:4F:60 -83
00:17:DF:AA:9E:C1 -48
00:25:84:22:F6:30 -52
00:17:DF:AA:9E:C2 -48
00:17:DF:AA:C1:20 -81
00:23:EB:3A:17:A0 -55

#Grid 48 Record 22
14 48
00:18:39:CC:77:46 -83
00:17:DF:AA:9B:A2 -48
00:17:DF:AA:9B:A3 -48
00:17:DF:AA:9E:C0 -46
00:23:EB:0B:4F:F5 -74
00:17:DF:AA:9B:A0 -48
00:23:EB:0A:C1:E0 -60
00:23:EB:3A:15:00 -62
00:23:EB:0A:BF:50 -43
00:23:EB:0B:52:00 -53
00:17:DF:AA:9E:C3 -78
00:17:DF:AA:9E:C1 -46
00:17:DF:AA:9E:C2 -46
00:23:EB:3A:17:A0 -53

#Grid 48 Record 23
11 48
00:23:EB:3A:10:90 -67
00:25:84:22:FA:80 -84
00:18:39:CC:77:46 -85
00:23:EB:3A:13:F0 -78
00:17:DF:AA:9B:A2 -46
00:17:DF:AA:9B:A3 -48
00:17:DF:AA:9B:A0 -48
00:23:EB:3A:15:00 -62
00:23:EB:0A:C1:E0 -73
00:23:EB:0A:BF:50 -43
00:23:EB:3A:17:A0 -53

#Grid 48 Record 24
19 48
00:17:DF:AA:C1:23 -80
00:23:EB:3A:13:F0 -78
00:17:DF:AA:C1:22 -80
00:18:39:CC:77:46 -85
00:17:DF:AA:9B:A2 -46
00:17:DF:AA:9B:A3 -48
00:17:DF:AA:9E:C0 -83
00:17:DF:AA:9B:A0 -48
00:23:EB:3A:15:00 -62
00:23:EB:0A:C1:E0 -73
00:23:EB:0A:BF:50 -43
00:23:EB:0B:4D:A1 -85
00:23:EB:3A:10:90 -67
00:25:84:22:FA:80 -84
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C1 -46
00:17:DF:AA:9E:C2 -48
00:17:DF:AA:C1:20 -80
00:23:EB:3A:17:A0 -53

#Grid 48 Record 25
18 48
00:18:39:CC:77:46 -84
00:17:DF:AA:9B:A2 -45
00:23:EB:0A:BD:F5 -73
00:17:DF:AA:9B:A3 -46
00:23:EB:0B:4F:F5 -76
00:17:DF:AA:9B:A0 -62
00:17:DF:AA:9E:C0 -45
00:23:EB:3A:15:00 -64
00:23:EB:0A:C1:E0 -69
00:23:EB:0A:BF:50 -42
00:23:EB:0B:4D:A1 -83
00:25:84:23:1C:15 -87
00:23:EB:0B:52:00 -53
00:17:DF:AA:9E:C3 -45
00:17:DF:AA:9E:C1 -55
00:25:84:22:F6:30 -53
00:17:DF:AA:9E:C2 -83
00:23:EB:3A:17:A0 -52

#Grid 48 Record 26
19 48
00:17:DF:AA:C1:23 -71
00:18:39:CC:77:46 -84
00:17:DF:AA:9B:A2 -38
00:17:DF:AA:9B:A3 -38
00:17:DF:AA:9E:C0 -52
00:23:EB:0B:4F:F5 -83
00:17:DF:AA:9B:A0 -64
00:23:EB:3A:15:00 -67
00:23:EB:0A:C1:E0 -76
00:23:EB:0A:BF:50 -49
00:25:84:23:1C:15 -85
00:23:EB:0B:52:00 -62
00:25:84:22:FF:90 -71
00:17:DF:AA:9E:C3 -52
00:17:DF:AA:9E:C1 -52
00:25:84:22:F6:30 -62
00:17:DF:AA:9E:C2 -52
00:17:DF:AA:C1:20 -71
00:23:EB:3A:17:A0 -55

#Grid 48 Record 27
13 48
00:17:DF:AA:9B:A2 -35
00:17:DF:AA:9B:A3 -35
00:17:DF:AA:9E:C0 -56
00:23:EB:0B:4F:F5 -71
00:17:DF:AA:9B:A0 -35
00:23:EB:0A:C1:E0 -60
00:23:EB:0A:BF:50 -56
00:23:EB:0B:52:00 -59
00:25:84:22:FF:90 -64
00:17:DF:AA:9E:C3 -55
00:17:DF:AA:9E:C1 -55
00:17:DF:AA:9E:C2 -55
00:23:EB:3A:17:A0 -50

#Grid 48 Record 28
11 48
00:25:45:A4:87:65 -87
00:17:DF:AA:9B:A2 -66
00:17:DF:AA:9B:A3 -34
00:23:EB:0A:BD:F5 -69
00:17:DF:AA:9B:A0 -34
00:23:EB:0B:4F:60 -81
00:23:EB:0A:C1:E0 -67
00:25:84:22:F6:30 -66
00:23:EB:0A:CC:95 -87
00:23:EB:0A:BF:50 -67
00:23:EB:3A:17:A0 -67

#Grid 48 Record 29
15 48
00:25:45:A4:87:65 -87
00:17:DF:AA:9B:A2 -66
00:23:EB:0A:BD:F5 -69
00:17:DF:AA:9B:A3 -34
00:17:DF:AA:9B:A0 -34
00:17:DF:AA:9E:C0 -52
00:23:EB:0A:C1:E0 -67
00:23:EB:0A:BF:50 -67
00:23:EB:0A:CC:95 -87
00:23:EB:0B:4F:60 -81
00:17:DF:AA:9E:C3 -52
00:17:DF:AA:9E:C1 -52
00:17:DF:AA:9E:C2 -52
00:25:84:22:F6:30 -66
00:23:EB:3A:17:A0 -67

#Grid 48 Record 30
16 48
00:18:39:CC:77:46 -87
00:17:DF:AA:9B:A2 -34
00:17:DF:AA:9B:A3 -34
00:17:DF:AA:9B:A0 -34
00:23:EB:0B:4F:F5 -73
00:17:DF:AA:9E:C0 -56
00:23:EB:0A:C1:E0 -59
00:23:EB:0A:BF:50 -62
00:23:EB:3A:10:90 -70
00:23:EB:0B:4D:A0 -87
00:25:84:22:FF:90 -62
00:17:DF:AA:9E:C3 -59
00:17:DF:AA:9E:C1 -55
00:17:DF:AA:9E:C2 -59
00:25:84:22:F6:30 -64
00:23:EB:3A:17:A0 -64

#Grid 48 Record 31
7 48
00:17:DF:AA:9B:A2 -34
00:17:DF:AA:9B:A3 -62
00:25:84:22:FF:90 -66
00:23:EB:0A:BD:F5 -71
00:17:DF:AA:9B:A0 -34
00:23:EB:3A:15:00 -69
00:23:EB:0A:C1:E0 -69

#Grid 48 Record 32
17 48
00:25:84:23:00:10 -87
00:18:39:CC:77:46 -87
00:17:DF:AA:9B:A2 -34
00:23:EB:0A:BD:F5 -71
00:17:DF:AA:9B:A3 -62
00:17:DF:AA:9B:A0 -34
00:23:EB:0B:4F:F5 -77
00:17:DF:AA:9E:C0 -52
00:23:EB:0A:C1:E0 -69
00:23:EB:3A:15:00 -69
00:23:EB:0B:52:00 -78
00:25:84:22:FF:90 -66
00:17:DF:AA:9E:C3 -50
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C2 -50
00:25:84:22:F6:30 -64
00:23:EB:3A:17:A0 -81

#Grid 48 Record 33
14 48
00:23:EB:3A:13:F0 -80
00:17:DF:AA:9B:A2 -55
00:23:EB:0A:BD:F5 -69
00:17:DF:AA:9B:A3 -34
00:17:DF:AA:9E:C0 -55
00:17:DF:AA:9B:A0 -34
00:23:EB:0A:C1:E0 -56
00:23:EB:3A:15:00 -73
00:23:EB:0A:BF:50 -55
00:23:EB:0B:4F:60 -85
00:17:DF:AA:9E:C3 -53
00:17:DF:AA:9E:C1 -53
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:17:A0 -52

#Grid 48 Record 34
4 48
00:17:DF:AA:9B:A2 -62
00:17:DF:AA:9B:A3 -35
00:17:DF:AA:9B:A0 -34
00:23:EB:0A:C1:E0 -69

#Grid 48 Record 35
15 48
00:18:39:CC:77:46 -87
00:17:DF:AA:9B:A2 -62
00:23:EB:0A:BD:F5 -69
00:17:DF:AA:9B:A3 -35
00:17:DF:AA:9B:A0 -34
00:17:DF:AA:9E:C0 -57
00:23:EB:0A:C1:E0 -69
00:23:EB:0A:BF:50 -60
00:23:EB:0B:52:00 -64
00:23:EB:0B:4F:60 -81
00:17:DF:AA:9E:C3 -60
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C2 -60
00:25:84:22:F6:30 -64
00:23:EB:3A:17:A0 -63

#Grid 48 Record 36
14 48
00:23:EB:3A:13:F0 -84
00:17:DF:AA:9B:A2 -55
00:23:EB:0A:BD:F5 -66
00:17:DF:AA:9B:A3 -35
00:23:EB:0B:4F:F5 -74
00:17:DF:AA:9B:A0 -35
00:23:EB:0A:C1:E0 -56
00:23:EB:3A:15:00 -78
00:23:EB:0A:BF:50 -53
00:23:EB:0B:52:00 -66
00:25:84:22:FF:90 -64
00:23:EB:0B:4F:60 -81
00:25:84:22:F6:30 -62
00:23:EB:3A:17:A0 -57

#Grid 48 Record 37
21 48
00:17:DF:AA:C1:23 -81
00:23:EB:3A:13:F0 -84
00:17:DF:AA:C1:22 -81
00:17:DF:AA:9B:A2 -55
00:23:EB:0A:BD:F5 -66
00:17:DF:AA:9B:A3 -35
00:17:DF:AA:9E:C0 -62
00:23:EB:0B:4F:F5 -74
00:17:DF:AA:9B:A0 -35
00:23:EB:3A:15:00 -78
00:23:EB:0A:C1:E0 -56
00:23:EB:0A:BF:50 -53
00:23:EB:0B:52:00 -66
00:25:84:22:FF:90 -64
00:23:EB:0B:4F:60 -81
00:17:DF:AA:9E:C3 -62
00:17:DF:AA:9E:C1 -63
00:17:DF:AA:9E:C2 -57
00:25:84:22:F6:30 -62
00:17:DF:AA:C1:20 -81
00:23:EB:3A:17:A0 -57

#Grid 48 Record 38
15 48
00:17:DF:AA:9B:A2 -34
00:17:DF:AA:9B:A3 -34
00:17:DF:AA:9B:A0 -34
00:17:DF:AA:9E:C0 -57
00:23:EB:0B:4F:F5 -83
00:23:EB:0B:4D:A1 -87
00:23:EB:0A:BF:50 -55
00:23:EB:0A:CC:95 -84
00:23:EB:3A:10:90 -74
00:25:84:22:FF:90 -67
00:17:DF:AA:9E:C3 -59
00:17:DF:AA:9E:C1 -59
00:17:DF:AA:9E:C2 -57
00:25:84:22:F6:30 -66
00:23:EB:3A:17:A0 -56

#Grid 48 Record 39
10 48
00:23:EB:3A:10:90 -74
00:18:39:CC:77:46 -87
00:23:EB:3A:13:F0 -76
00:17:DF:AA:9B:A2 -57
00:17:DF:AA:9B:A3 -35
00:25:84:22:FF:90 -64
00:17:DF:AA:9B:A0 -35
00:23:EB:0A:C1:E0 -67
00:23:EB:0A:BF:50 -55
00:23:EB:3A:17:A0 -53

#Grid 48 Record 40
17 48
00:23:EB:3A:13:F0 -76
00:18:39:CC:77:46 -87
00:17:DF:AA:C1:22 -81
00:17:DF:AA:9B:A2 -57
00:17:DF:AA:9B:A3 -35
00:17:DF:AA:9B:A0 -35
00:17:DF:AA:9E:C0 -55
00:23:EB:0A:C1:E0 -67
00:23:EB:0A:BF:50 -55
00:23:EB:3A:10:90 -74
00:25:84:22:FF:90 -64
00:17:DF:AA:9E:C3 -60
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C2 -60
00:25:84:22:F6:30 -64
00:17:DF:AA:C1:20 -81
00:23:EB:3A:17:A0 -53

#Grid 48 Record 41
13 48
00:17:DF:AA:9B:A2 -52
00:17:DF:AA:9B:A3 -35
00:17:DF:AA:9E:C0 -55
00:23:EB:0B:4F:F5 -76
00:17:DF:AA:9B:A0 -35
00:23:EB:0A:C1:E0 -81
00:23:EB:3A:15:00 -62
00:23:EB:0A:BF:50 -52
00:23:EB:3A:10:90 -71
00:25:84:22:FF:90 -63
00:17:DF:AA:9E:C2 -57
00:25:84:22:F6:30 -64
00:23:EB:3A:17:A0 -64

#Grid 48 Record 42
15 48
00:17:DF:AA:C1:23 -83
00:17:DF:AA:C1:22 -83
00:17:DF:AA:9B:A2 -52
00:17:DF:AA:9B:A3 -35
00:17:DF:AA:9B:A0 -35
00:17:DF:AA:9E:C0 -55
00:23:EB:0B:4F:F5 -76
00:23:EB:0A:C1:E0 -81
00:23:EB:3A:15:00 -62
00:23:EB:0A:BF:50 -52
00:23:EB:3A:10:90 -71
00:25:84:22:FF:90 -63
00:17:DF:AA:9E:C2 -57
00:25:84:22:F6:30 -64
00:23:EB:3A:17:A0 -64

#Grid 48 Record 43
14 48
00:23:EB:3A:13:F0 -74
00:18:39:CC:77:46 -87
00:17:DF:AA:9B:A2 -35
00:23:EB:0A:BD:F5 -71
00:17:DF:AA:9B:A3 -35
00:17:DF:AA:9E:C0 -55
00:17:DF:AA:9B:A0 -35
00:23:EB:0A:C1:E0 -70
00:23:EB:0A:BF:50 -59
00:17:DF:AA:9E:C3 -56
00:17:DF:AA:9E:C1 -56
00:17:DF:AA:9E:C2 -55
